Chromosome,strand,trans-spliced position,percent SL2,binomial exact p-value for the percent SL2,number of reads,number of SL1 reads,number of total SL2 reads (SL2+SL2 variant reads),number of SL2 variant reads,non-trans-spliced reads at this position,"type of trans-splice site (gene, cis, other)",gene name,gene rank (within operon),position of first AUG,average exp of the gene (dcpm),distance to upstream gene 3' end,position of the upstream gene 3' end,length of 5' UTR (trans-splice site to first AUG),position of the closest annotated 5' end,distance from the closest annotated 5' end to trans-splice site,distance from the closest annotated 5' end to first AUG downstream of trans-splice site
X,-,12987139,0.836806,5.70749e-33,288,47,241,129,13,gene,F11C1.2,2,12987126,0.558928,113,12987252,13,12987139,0,-13
X,-,12975567,0.0,4.23516e-22,71,71,0,0,6,gene,VF11C1L.1,0,12975563,0.322004,10141,12985708,4,12975563,4,0
X,-,12946488,0.0,0.0,190,190,0,0,9,gene,C05E7.3,0,12946482,0.229686,22333,12968821,6,12946482,6,0
X,-,12935020,0.0,0.125,3,3,0,0,1,gene,C34E7.4,0,12934937,3.79337,3595,12938615,83,12934897,123,40
X,-,12884781,0.0,0.000244141,12,12,0,0,0,gene,K02A4.2,0,12884630,0.386461,47346,12932127,151,12884781,0,-151
X,-,12882349,0.0120482,8.582e-24,83,82,1,1,2,gene,K02A4.2,0,12882331,0.386461,49778,12932127,18,12882349,0,-18
X,-,12882343,0.0,0.125,3,3,0,0,49,gene,K02A4.2,0,12882331,0.386461,49784,12932127,12,12882349,-6,-18
X,-,12863816,0.0,8.88178e-16,50,50,0,0,1,gene,T14G8.4,0,12863811,0.0544054,17241,12881057,5,12863811,5,0
X,-,12852521,0.00392157,0.0,255,254,1,0,0,gene,T14G8.1,0,12852503,1.09844,9297,12861818,18,12852521,0,-18
X,-,12813920,0.0,0.00390625,8,8,0,0,0,gene,T22H6.6,0,12813832,0.694641,31809,12845729,88,12813867,53,-35
X,-,12813867,0.0,1.03398e-25,83,83,0,0,3,gene,T22H6.6,0,12813832,0.694641,31862,12845729,35,12813867,0,-35
X,-,12808238,0.0,5.55112e-17,54,54,0,0,0,gene,F16H9.2,0,12808169,0.000532263,37491,12845729,69,12808238,0,-69
X,-,12802098,0.0,0.5,1,1,0,0,1,gene,T22H6.6,0,12801692,0.694641,43631,12845729,406,12802098,0,-406
X,-,12800503,0.0,0.25,2,2,0,0,0,gene,T22H6.6,0,12800492,0.694641,45226,12845729,11,12800503,0,-11
X,-,12797508,0.0,1.52588e-05,16,16,0,0,0,gene,T22H6.6,0,12797508,0.694641,48221,12845729,0,12797508,0,0
X,-,12769715,0.0,0.0625,4,4,0,0,0,gene,T22H6.1,0,12769713,0.00403842,25407,12795122,2,12769713,2,0
X,-,12749500,0.0111111,7.27014e-26,90,89,1,1,0,gene,F22E10.3,2,12749493,0.26021,1994,12751494,7,12749500,0,-7
X,-,12667772,0.0186916,0.0,214,210,4,2,0,gene,C02B4.2,0,12667770,0.484482,27896,12695668,2,12667772,0,-2
X,-,12653440,0.00123609,0.0,4854,4848,6,5,2,gene,H36L18.2,0,12653425,9.24668,5535,12658975,15,12653440,0,-15
X,-,12640479,0.0,0.0,196,196,0,0,0,gene,R09A8.5,0,12640409,0.53627,11568,12652047,70,12640409,70,0
X,-,12634276,0.0,1.92593e-34,112,112,0,0,0,gene,R09A8.3,0,12634137,1.71227,1744,12636020,139,12634276,0,-139
X,-,12629032,0.00609756,0.0,328,326,2,2,0,gene,R09A8.3,0,12628965,1.71227,6988,12636020,67,12629032,0,-67
X,-,12599226,0.0350877,1.10745e-14,57,55,2,2,0,gene,T24D5.5,0,12599218,0.00814284,25350,12624576,8,12599218,8,0
X,-,12586367,0.0357143,1.04308e-07,28,27,1,1,0,gene,T24D5.2,0,12586360,0.156869,11583,12597950,7,12586360,7,0
X,-,12551598,0.0,6.10352e-05,14,14,0,0,1,gene,C16D6.2,0,12551442,0.0895627,32201,12583799,156,12551598,0,-156
X,-,12540780,0.0,0.00195312,9,9,0,0,0,gene,C16D6.2,0,12540779,0.0895627,43019,12583799,1,12540780,0,-1
X,-,12525704,0.0,2.71051e-20,65,65,0,0,0,gene,C16D6.1,0,12525642,0.10873,11213,12536917,62,12525704,0,-62
X,-,12513969,0.0,1.03398e-25,83,83,0,0,0,gene,H20J18.1,0,12513786,2.35985,8581,12522550,183,12513969,0,-183
X,-,12509140,0.00265957,0.0,376,375,1,1,2,gene,H20J18.1,0,12509138,2.35985,13410,12522550,2,12509140,0,-2
X,-,12503259,0.0,9.31323e-10,30,30,0,0,0,gene,F45E6.6,0,12503253,0.0487104,561,12503820,6,12503259,0,-6
X,-,12454248,0.0,0.000244141,12,12,0,0,2,gene,T18D3.9,0,12454238,0.100123,4646,12458894,10,12454238,10,0
X,-,12413957,0.0434783,2.74181e-06,23,22,1,1,0,gene,F17E5.1,0,12413947,0.289309,37172,12451129,10,12413947,10,0
X,-,12391396,0.0,3.76158e-37,121,121,0,0,0,gene,F19H6.1,0,12391394,0.333881,8044,12399440,2,12391394,2,0
X,-,12378315,0.0,5.29396e-23,74,74,0,0,0,gene,F19H6.7,0,12378272,0.144717,11238,12389553,43,12378272,43,0
X,-,12371345,0.0,1.90735e-06,19,19,0,0,0,gene,F19H6.3,0,12371343,0.00815521,1702,12373047,2,12371343,2,0
X,-,12352869,0.0,0.0,315,315,0,0,17,gene,F42F12.4,0,12352867,0.668036,3247,12356116,2,12352869,0,-2
X,-,12320624,0.0,0.0,185,185,0,0,3,gene,F17A2.5,0,12320622,0.210722,19679,12340303,2,12320622,2,0
X,-,12296550,0.0,3.05176e-05,15,15,0,0,160,gene,W06D11.2,0,12296486,0.181208,4960,12301510,64,12296567,-17,-81
X,-,12270863,0.0,0.5,1,1,0,0,0,gene,H19J13.1,0,12270861,0.0224286,2695,12273558,2,12270863,0,-2
X,-,12212823,0.0,5.55112e-17,54,54,0,0,79,gene,C23H4.1,0,12212770,6.29268,54011,12266834,53,12212823,0,-53
X,-,12205554,0.00267023,0.0,749,747,2,2,3,gene,C23H4.1,0,12205554,6.29268,61280,12266834,0,12205554,0,0
X,-,12171603,0.00287121,0.0,2438,2431,7,7,1,gene,F57G12.1,0,12171587,3.06298,27974,12199577,16,12171603,0,-16
X,-,12159972,0.0196078,2.26485e-14,51,50,1,1,0,gene,F57G12.2,0,12159961,0.148457,9044,12169016,11,12159961,11,0
X,-,12154009,0.0,0.0,234,234,0,0,2,gene,M153.2,0,12154001,0.167297,2347,12156356,8,12154011,-2,-10
X,-,12141076,0.0,9.09495e-13,40,40,0,0,1,gene,T01H10.8,0,12141073,0.101059,9086,12150162,3,12141073,3,0
X,-,12080194,0.00289017,0.0,346,345,1,1,3,gene,W03G11.4,0,12080144,1.67772,19924,12100118,50,12080194,0,-50
X,-,12073785,0.0,0.5,1,1,0,0,0,gene,C15A7.2,0,12073761,0.037156,2628,12076413,24,12073761,24,0
X,-,12049267,0.0,8.67362e-19,60,60,0,0,1,gene,B0198.3,0,12049258,0.187486,21398,12070665,9,12049250,17,8
X,-,12033957,0.0,1.57772e-30,99,99,0,0,1,gene,B0198.1,0,12033945,0.268841,8560,12042517,12,12033945,12,0
X,-,12005053,0.0,0.25,2,2,0,0,3,gene,W06B3.2,0,12005046,1.17606,9122,12014175,7,12005014,39,32
X,-,12004969,0.0,0.5,1,1,0,0,11,gene,W06B3.2,0,12004926,1.17606,9206,12014175,43,12004926,43,0
X,-,12001309,0.0,0.0,227,227,0,0,0,gene,W06B3.2,0,12001267,1.17606,12866,12014175,42,12001267,42,0
X,-,12000554,0.0,1.81899e-12,39,39,0,0,0,gene,W06B3.2,0,12000549,1.17606,14,12000568,5,12000554,0,-5
X,-,11983548,0.0,0.0,231,231,0,0,0,gene,C49F5.3,0,11983541,0.352764,7858,11991406,7,11983821,-273,-280
X,-,11982005,0.0,0.5,1,1,0,0,5,gene,C49F5.4,0,11981906,0.0226401,629,11982634,99,11982097,-92,-191
X,-,11974601,0.0,0.0,381,381,0,0,2,gene,C49F5.2,0,11974598,0.218371,5530,11980131,3,11974598,3,0
X,-,11962568,0.0,0.0,274,274,0,0,1,gene,C49F5.9,0,11962522,None,1046,11963614,46,11962568,0,-46
X,-,11946754,0.0178571,1.19716e-30,112,110,2,2,0,gene,T08D10.1,0,11946724,0.355292,5251,11952005,30,11946756,-2,-32
X,-,11941979,0.5,0.5,2,1,1,1,0,gene,F55G7.3,0,11941973,0.00246337,2301,11944280,6,11941973,6,0
X,-,11931575,0.0,0.03125,5,5,0,0,1,gene,F55G7.2,0,11931568,0.0496007,6544,11938119,7,11931568,7,0
X,-,11909995,0.0,6.10352e-05,14,14,0,0,45,gene,Y62H9A.15,0,11909964,None,19705,11929700,31,11910063,-68,-99
X,-,11902676,0.0,0.5,1,1,0,0,0,gene,Y62H9A.10,0,11902671,0.0100791,2239,11904915,5,11902671,5,0
X,-,11892354,0.0,0.125,3,3,0,0,0,gene,Y62H9A.8,0,11892344,0.0209489,3143,11895497,10,11892344,10,0
X,-,11854919,0.0192308,1.15463e-14,52,51,1,1,0,gene,F54F7.8,0,11854918,0.0763725,12972,11867891,1,11854918,1,0
X,-,11837399,0.0,1.97215e-31,102,102,0,0,3,gene,F54F7.1,0,11837386,0.17701,9140,11846539,13,11837397,2,-11
X,-,11811461,0.0,0.0625,4,4,0,0,0,gene,C34E11.2,0,11811430,0.117109,24681,11836142,31,11811386,75,44
X,-,11767979,0.0,3.63798e-12,38,38,0,0,0,gene,C40H5.5,0,11767966,0.0519817,13588,11781567,13,11767979,0,-13
X,-,11733618,0.0,8.88178e-16,50,50,0,0,0,gene,D1053.3,0,11733612,0.186631,30777,11764395,6,11733612,6,0
X,-,11727720,0.00436681,0.0,229,228,1,1,400,gene,D1053.1,0,11727718,1.81855,1788,11729508,2,11727819,-99,-101
X,-,11723715,0.0,0.0,284,284,0,0,1,gene,D1053.4,0,11723693,0.438491,2478,11726193,22,11723693,22,0
X,-,11716433,0.00616016,0.0,974,968,6,3,0,gene,C44C10.9,0,11716431,0.448082,5213,11721646,2,11716431,2,0
X,-,11712202,0.0,0.0,3482,3482,0,0,53,gene,C44C10.1,0,11712202,2.52603,958,11713160,0,11712202,0,0
X,-,11710112,0.0,3.55271e-15,48,48,0,0,0,gene,C44C10.11,0,11710106,0.183246,1117,11711229,6,11710106,6,0
X,-,11679584,0.0,0.125,3,3,0,0,1,gene,T04F8.7,0,11679491,0.413646,7337,11686921,93,11679584,0,-93
X,-,11661583,0.00275862,0.0,725,723,2,2,1,gene,T04F8.1,0,11661579,0.740481,15854,11677437,4,11661583,0,-4
X,-,11656492,0.0,0.0,323,323,0,0,2,gene,T04F8.2,0,11656491,0.529653,3036,11659528,1,11656492,0,-1
X,-,11650767,0.0,7.45058e-09,27,27,0,0,0,gene,T04F8.4,0,11650753,0.0895306,2719,11653486,14,11650840,-73,-87
X,-,11628385,0.0,0.25,2,2,0,0,0,gene,Y71H9A.1,0,11628385,0.00589011,19731,11648116,0,11628385,0,0
X,-,11622017,0.0,0.00195312,9,9,0,0,0,gene,F52D10.5,0,11621918,0.00836458,870,11622887,99,11621918,99,0
X,-,11605334,0.00282061,0.0,10636,10606,30,25,25,gene,F52D10.3,0,11605302,28.4974,14633,11619967,32,11605334,0,-32
X,-,11591639,0.0,0.0,548,548,0,0,0,gene,F52D10.2,0,11591636,0.536083,11992,11603631,3,11591641,-2,-5
X,-,11546418,0.00972763,0.0,514,509,5,4,7,gene,C35C5.3,0,11546418,3.0276,43192,11589610,0,11546418,0,0
X,-,11518983,0.00526316,0.0,380,378,2,1,1,gene,F29G6.3,0,11518940,4.19502,6110,11525093,43,11518983,0,-43
X,-,11454117,0.0,7.34684e-40,130,130,0,0,13,gene,F48C5.2,0,11454109,0.321258,36892,11491009,8,11454119,-2,-10
X,-,11446557,0.0,1.57772e-30,99,99,0,0,2,gene,F48C5.1,0,11446544,0.303858,4988,11451545,13,11446544,13,0
X,-,11433507,0.0,1.32349e-23,76,76,0,0,15,gene,F46C3.3,0,11433448,0.554411,1501,11435008,59,11433448,59,0
X,-,11433498,0.0,0.125,3,3,0,0,31,gene,F46C3.3,0,11433448,0.554411,1510,11435008,50,11433448,50,0
X,-,11426244,0.0181818,1.52656e-15,55,54,1,1,2,gene,F46C3.3,0,11426130,0.554411,8764,11435008,114,11426244,0,-114
X,-,11425955,0.0,0.5,1,1,0,0,0,gene,F46C3.3,0,11425954,0.554411,9053,11435008,1,11425954,1,0
X,-,11419944,0.0263158,1.38243e-10,38,37,1,1,249,gene,F46C3.6,0,11419874,None,466,11420410,70,11419986,-42,-112
X,-,11418686,0.0,7.62939e-06,17,17,0,0,0,gene,F46C3.2,0,11418666,0.0467158,348,11419034,20,11418666,20,0
X,-,11414772,0.0,4.23516e-22,71,71,0,0,2,gene,F46C3.1,0,11414765,0.537753,1869,11416641,7,11414737,35,28
X,-,11414712,0.0,1.52588e-05,16,16,0,0,30,gene,F46C3.1,0,11414695,0.537753,1929,11416641,17,11414737,-25,-42
X,-,11407656,0.00113563,0.0,6164,6157,7,4,37,gene,F08B12.4,0,11407628,10.0362,2451,11410107,28,11407656,0,-28
X,-,11407594,0.00481928,0.0,1660,1652,8,2,172,gene,F08B12.4,0,11407580,10.0362,2513,11410107,14,11407656,-62,-76
X,-,11401233,0.0,2.91038e-11,35,35,0,0,1,gene,F08B12.3,0,11401233,0.337371,1733,11402966,0,11401233,0,0
X,-,11377396,0.000483325,0.0,6207,6204,3,3,15,gene,F42E11.4,0,11377387,4.27265,17136,11394532,9,11377396,0,-9
X,-,11375732,1.0,0.125,3,0,3,1,0,gene,F42E11.3,0,11375717,0.0143427,72,11375804,15,11375535,197,182
X,-,11324177,0.0,0.0,162,162,0,0,0,gene,ZK455.4,0,11324177,0.295985,197,11324374,0,11324177,0,0
X,-,11310185,0.0416667,1.43051e-06,24,23,1,1,9,gene,F08G12.5,1,11310172,0.259049,2947,11313132,13,11310148,37,24
X,-,11305799,0.881579,1.88553e-12,76,9,67,29,2,gene,F08G12.1,2,11305799,0.350852,139,11305938,0,11305799,0,0
X,-,11299553,0.0,2.1684e-19,62,62,0,0,796,gene,F08G12.2,0,11299526,1.44872,2408,11301961,27,11299613,-60,-87
X,-,11296657,0.00172414,0.0,580,579,1,1,2,gene,F08G12.10,0,11296655,2.08438,1352,11298009,2,11296657,0,-2
X,-,11287643,0.00337838,0.0,888,885,3,2,0,gene,F38B2.4,0,11287640,1.61609,7235,11294878,3,11287643,0,-3
X,-,11286270,0.0,0.0625,4,4,0,0,1,gene,F38B2.3,0,11286245,0.00365089,234,11286504,25,11286272,-2,-27
X,-,11281211,0.0,0.015625,6,6,0,0,1,gene,F38B2.6,0,11281135,None,429,11281640,76,11281162,49,-27
X,-,11279302,0.0,1.73472e-18,59,59,0,0,0,gene,F38B2.2,0,11279293,0.153126,1264,11280566,9,11279293,9,0
X,-,11237306,0.0,6.10352e-05,14,14,0,0,0,gene,C34F6.10,0,11237290,0.387503,3033,11240339,16,11237308,-2,-18
X,-,11222734,0.0,2.32831e-10,32,32,0,0,1,gene,C34F6.9,0,11222572,0.315743,3652,11226386,162,11222572,162,0
X,-,11215395,0.00578035,0.0,173,172,1,0,2,gene,C34F6.7,0,11215394,0.41118,496,11215891,1,11215395,0,-1
X,-,11208813,0.0,3.46945e-18,58,58,0,0,3,gene,C34F6.5,0,11208797,0.283178,1219,11210032,16,11208797,16,0
X,-,11196766,0.0,5.55112e-17,54,54,0,0,0,gene,C34F6.1,0,11196759,0.0982202,5635,11202401,7,11196766,0,-7
X,-,11189533,0.0,2.84217e-14,45,45,0,0,0,gene,F13D2.4,0,11189497,0.161188,2876,11192409,36,11189489,44,8
X,-,11152744,0.0,0.125,3,3,0,0,0,gene,C05C9.3,0,11152736,0.0305792,11137,11163881,8,11152744,0,-8
X,-,11125542,0.0,6.16298e-33,107,107,0,0,0,gene,R08B4.2,0,11125482,0.330556,17307,11142849,60,11125539,3,-57
X,-,11105429,0.0,0.125,3,3,0,0,0,gene,W02H3.1,0,11105414,0.082707,10604,11116033,15,11105384,45,30
X,-,11078168,0.0,0.5,1,1,0,0,1,gene,W04G3.10,0,11078167,0.0131156,1065,11079233,1,11078167,1,0
X,-,11043083,0.0,0.5,1,1,0,0,0,gene,C09F12.3,0,11042998,0.0272572,33021,11076104,85,11042781,302,217
X,-,11010589,0.0,5.55112e-17,54,54,0,0,4,gene,F58A3.4,0,11010564,0.146548,30374,11040963,25,11010580,9,-16
X,-,11008978,0.0,0.0,1261,1261,0,0,5,gene,F58A3.5,0,11008977,2.16339,460,11009438,1,11008994,-16,-17
X,-,11001774,0.0,3.05176e-05,15,15,0,0,0,gene,F59F3.2,0,11001774,0.0522759,3169,11004943,0,11001774,0,0
X,-,10999180,0.0,0.03125,5,5,0,0,1,gene,F59F3.6,0,10999164,0.19638,426,10999606,16,10999202,-22,-38
X,-,10979191,0.0,8.47033e-22,70,70,0,0,4,gene,K09C8.5,0,10979189,0.190272,18708,10997899,2,10979189,2,0
X,-,10941279,0.0,1.00974e-28,93,93,0,0,1,gene,T21B6.2,0,10941278,0.132451,3796,10945075,1,10941278,1,0
X,-,10928923,0.0,4.59177e-41,134,134,0,0,0,gene,T21B6.1,0,10928805,1.71283,9198,10938121,118,10928909,14,-104
X,-,10923444,0.00543478,0.0,736,732,4,4,0,gene,T21B6.1,0,10923434,1.71283,14677,10938121,10,10923444,0,-10
X,-,10919678,0.0,0.000976562,10,10,0,0,0,gene,T21B6.5,0,10919638,0.00857947,763,10920441,40,10919938,-260,-300
X,-,10914006,0.0194175,5.17986e-28,103,101,2,2,0,gene,F47B10.9,0,10914000,0.457006,2506,10916512,6,10914000,6,0
X,-,10906753,0.0,0.00195312,9,9,0,0,8,gene,F47B10.8,0,10906655,0.106646,5329,10912082,98,10906505,248,150
X,-,10900039,0.00145349,0.0,688,687,1,0,4,gene,F47B10.1,0,10900031,5.21889,5065,10905104,8,10900039,0,-8
X,-,10896277,0.0,0.015625,6,6,0,0,79,gene,F47B10.2,0,10896250,2.31093,1320,10897597,27,10896344,-67,-94
X,-,10890412,0.0,0.0,214,214,0,0,30,gene,F47B10.5,0,10890397,0.376857,3077,10893489,15,10890451,-39,-54
X,-,10876226,0.0,0.25,2,2,0,0,0,gene,T21E8.1,0,10876189,0.0412935,12783,10889009,37,10876226,0,-37
X,-,10876153,0.0,0.125,3,3,0,0,3,gene,T21E8.1,0,10876130,0.0412935,12856,10889009,23,10876153,0,-23
X,-,10870178,0.0,0.0078125,7,7,0,0,0,gene,T21E8.2,0,10870162,0.00374168,981,10871159,16,10870162,16,0
X,-,10864316,0.0,0.0625,4,4,0,0,23,gene,T21E8.3,0,10864310,0.0228611,576,10864892,6,10864347,-31,-37
X,-,10844599,0.003003,0.0,333,332,1,1,0,gene,C05A9.2,0,10844598,1.26906,9645,10854244,1,10844599,0,-1
X,-,10833493,0.0,6.10352e-05,14,14,0,0,0,gene,F31B12.3,0,10833484,0.0811032,8624,10842117,9,10833493,0,-9
X,-,10812497,0.0,0.00390625,8,8,0,0,0,gene,F31B12.1,0,10812464,0.274126,6872,10819369,33,10812497,0,-33
X,-,10783841,0.0,2.91038e-11,35,35,0,0,0,gene,T05A10.2,0,10783832,0.24156,5697,10789538,9,10783832,9,0
X,-,10746413,0.0107527,9.3906e-27,93,92,1,1,0,gene,R07A4.2,0,10746340,0.253881,5155,10751568,73,10746413,0,-73
X,-,10721978,0.0,2.77556e-17,55,55,0,0,0,gene,T01C1.2,0,10721973,0.0551527,22310,10744288,5,10721980,-2,-7
X,-,10717045,0.00961538,0.0,208,206,2,1,70,gene,T01C1.4,0,10717032,0.232648,2434,10719479,13,10717099,-54,-67
X,-,10711793,0.0,1.86265e-09,29,29,0,0,0,gene,F13E6.6,0,10711784,0.166991,4455,10716248,9,10711784,9,0
X,-,10677036,0.00274914,0.0,1455,1451,4,4,12,gene,F13E6.1,0,10677028,3.82142,861,10677897,8,10677036,0,-8
X,-,10674220,0.0,1.19209e-07,23,23,0,0,2,gene,F13E6.2,0,10674142,0.0416075,1419,10675639,78,10674220,0,-78
X,-,10628734,0.0166667,5.37154e-33,120,118,2,2,1,gene,M79.2,0,10628732,0.402573,39421,10668155,2,10628732,2,0
X,-,10624127,0.0,4.81482e-35,114,114,0,0,1,gene,M79.1,0,10624091,0.586913,2315,10626442,36,10624112,15,-21
X,-,10593262,0.00990099,0.0,404,400,4,4,3,gene,F57C7.3,0,10593239,4.64981,12497,10605759,23,10593262,0,-23
X,-,10555167,0.0,0.0,180,180,0,0,2,gene,F59F5.6,0,10555146,0.583625,25817,10580984,21,10555167,0,-21
X,-,10524493,0.031746,2.11745e-16,63,61,2,0,9,gene,F14F3.3,0,10524485,0.355769,3438,10527931,8,10524493,0,-8
X,-,10521411,1.0,0.5,1,0,1,1,1,gene,F14F3.4,0,10521378,0.277837,322,10521733,33,10521333,78,45
X,-,10463520,0.0,0.0078125,7,7,0,0,4,gene,C39B10.1,0,10463510,0.0535504,10755,10474275,10,10463510,10,0
X,-,10463514,0.0,0.0078125,7,7,0,0,2,gene,C39B10.1,0,10463510,0.0535504,10761,10474275,4,10463510,4,0
X,-,10428580,0.0,0.0,213,213,0,0,0,gene,ZC504.4,0,10428504,0.922289,22223,10450803,76,10428580,0,-76
X,-,10419687,0.0103093,0.0,194,192,2,2,0,gene,ZC504.3,0,10419681,0.298707,1898,10421585,6,10419681,6,0
X,-,10386424,0.0,0.03125,5,5,0,0,0,gene,F46F6.4,0,10386397,0.158634,16032,10402456,27,10386388,36,9
X,-,10385820,0.0,0.5,1,1,0,0,1,gene,F46F6.4,0,10385637,0.158634,16636,10402456,183,10385820,0,-183
X,-,10383515,0.0909091,0.00537109,11,10,1,1,3,gene,F46F6.4,0,10383500,0.158634,18941,10402456,15,10383515,0,-15
X,-,10377592,0.0,2.35099e-38,125,125,0,0,15,gene,F46F6.1,0,10377540,0.808775,1285,10378877,52,10377592,0,-52
X,-,10372282,0.0232558,5.1355e-34,129,126,3,2,0,gene,Y49A10A.2,0,10372282,0.577976,880,10373162,0,10372282,0,0
X,-,10344010,0.0,5.42101e-20,64,64,0,0,0,gene,R07E3.7,0,10344004,0.336799,26665,10370675,6,10343984,26,20
X,-,10340951,0.0,0.5,1,1,0,0,1,gene,R07E3.1,0,10340922,3.03946,717,10341668,29,10340951,0,-29
X,-,10338128,0.0,5.96046e-08,24,24,0,0,0,gene,R07E3.3,0,10338119,0.274482,1025,10339153,9,10338119,9,0
X,-,10337711,0.0,0.125,3,3,0,0,0,gene,R07E3.3,0,10337514,0.274482,1442,10339153,197,10338119,-408,-605
X,-,10331830,0.00460829,0.0,651,648,3,2,5,gene,R07E3.4,0,10331803,0.55633,1958,10333788,27,10331803,27,0
X,-,10327386,0.0,0.0,152,152,0,0,19,gene,R07E3.5,0,10327385,0.717162,3080,10330466,1,10327386,0,-1
X,-,10327337,0.0,0.03125,5,5,0,0,24,gene,R07E3.5,0,10327300,0.717162,3129,10330466,37,10327337,0,-37
X,-,10326757,0.0,0.000244141,12,12,0,0,0,gene,R07E3.5,0,10326732,0.717162,3709,10330466,25,10326757,0,-25
X,-,10315933,0.0,0.00390625,8,8,0,0,0,gene,F41E7.9,0,10315926,0.0284835,8150,10324083,7,10315935,-2,-9
X,-,10285665,0.0,0.25,2,2,0,0,0,gene,F41E7.3,0,10285626,0.063325,21308,10306973,39,10285665,0,-39
X,-,10285626,0.0,0.000976562,10,10,0,0,0,gene,F41E7.3,0,10285626,0.063325,21347,10306973,0,10285665,-39,-39
X,-,10248643,0.0,0.125,3,3,0,0,0,gene,C14H10.2,0,10248527,1.10891,487,10249130,116,10248532,111,-5
X,-,10245277,0.00990099,3.98375e-29,101,100,1,1,17,gene,C14H10.2,0,10245204,1.10891,3853,10249130,73,10245277,0,-73
X,-,10245105,0.0,0.25,2,2,0,0,0,gene,C14H10.2,0,10244991,1.10891,4025,10249130,114,10245105,0,-114
X,-,10236874,0.00230947,0.0,433,432,1,0,6,gene,C14H10.1,0,10236851,1.60166,2812,10239686,23,10236874,0,-23
X,-,10228067,0.00155039,0.0,645,644,1,1,1,gene,C14H10.3,0,10228066,0.682487,5587,10233654,1,10228066,1,0
X,-,10218657,0.0,0.0,677,677,0,0,23,gene,F44A6.5,0,10218654,0.467945,1917,10220574,3,10218690,-33,-36
X,-,10215419,0.0131926,0.0,379,374,5,4,10,gene,F44A6.4,0,10215409,0.758026,1819,10217238,10,10215484,-65,-75
X,-,10205351,0.00110375,0.0,906,905,1,0,0,gene,F44A6.2,0,10205351,1.25287,9036,10214387,0,10205351,0,0
X,-,10194307,0.0212766,3.33955e-13,47,46,1,1,0,gene,F21A10.2,0,10194273,1.71843,6952,10201259,34,10194307,0,-34
X,-,10187888,0.0,0.0078125,7,7,0,0,18,gene,F21A10.2,0,10187876,1.71843,13371,10201259,12,10187888,0,-12
X,-,10141889,0.0,0.0078125,7,7,0,0,110,gene,F09B9.1,0,10141841,0.36819,14897,10156786,48,10141944,-55,-103
X,-,10138551,0.0,0.0,261,261,0,0,0,gene,T06H11.4,0,10138549,0.332926,754,10139305,2,10138550,1,-1
X,-,10109629,0.0,0.5,1,1,0,0,3,gene,T06H11.1,0,10109578,0.189306,12971,10122600,51,10109799,-170,-221
X,-,10095155,0.0182648,0.0,219,215,4,1,3,gene,W07E11.3,0,10095086,1.16917,9387,10104542,69,10095155,0,-69
X,-,10092895,0.00561798,0.0,356,354,2,0,2,gene,W07E11.2,0,10092849,0.897441,1468,10094363,46,10092895,0,-46
X,-,10087891,0.00383877,0.0,1563,1557,6,5,1,gene,W07E11.4,0,10087889,3.04988,4001,10091892,2,10087889,2,0
X,-,10074171,0.0,0.0078125,7,7,0,0,54,gene,ZC373.5,0,10074138,0.202983,13075,10087246,33,10074222,-51,-84
X,-,10069734,0.0,6.61744e-24,77,77,0,0,0,gene,ZC373.4,0,10069715,0.174248,2404,10072138,19,10069715,19,0
X,-,10008694,0.0,0.00390625,8,8,0,0,0,gene,F19C6.3,0,10008687,0.0587228,6280,10014974,7,10008687,7,0
X,-,9999042,0.0,5.55112e-17,54,54,0,0,21,gene,F19C6.1,0,9998983,0.494977,1447,10000489,59,9999110,-68,-127
X,-,9973937,0.0,0.25,2,2,0,0,0,gene,ZC506.4,0,9973913,0.0437526,8397,9982334,24,9973913,24,0
X,-,9954465,0.0,0.0,381,381,0,0,3,gene,C17G1.7,0,9954465,1.73385,14096,9968561,0,9954465,0,0
X,-,9948992,0.0,0.0,185,185,0,0,0,gene,C17G1.6,0,9948991,0.594126,3518,9952510,1,9948992,0,-1
X,-,9931392,0.0,0.0,221,221,0,0,1,gene,C17G1.4,0,9931384,0.912507,13384,9944776,8,9931392,0,-8
X,-,9924808,0.857143,0.0546875,7,1,6,2,1,gene,C17G1.3,0,9924729,1.09663,998,9925806,79,9924808,0,-79
X,-,9917378,0.0,3.67342e-40,131,131,0,0,7,gene,F21G4.6,0,9917376,0.117867,5471,9922849,2,9917376,2,0
X,-,9899408,0.0,0.0,203,203,0,0,0,gene,F21G4.4,0,9899402,0.167539,9318,9908726,6,9899408,0,-6
X,-,9892260,0.0,6.31089e-30,97,97,0,0,0,gene,F21G4.1,0,9892254,0.212946,4978,9897238,6,9892260,0,-6
X,-,9882144,0.0,4.03897e-28,91,91,0,0,1,gene,R07B1.12,0,9882138,0.291513,7383,9889527,6,9882138,6,0
X,-,9862892,0.00162206,0.0,1233,1231,2,2,2,gene,R07B1.4,0,9862887,2.09222,7846,9870738,5,9862887,5,0
X,-,9837971,0.0,0.0,309,309,0,0,0,gene,F47A4.5,0,9837965,0.390975,23606,9861577,6,9837971,0,-6
X,-,9831216,0.0454545,5.24521e-06,22,21,1,0,0,gene,F47A4.3,0,9831151,0.241234,2065,9833281,65,9831142,74,9
