,chr,source,feature,start,end,score,strand,frame,gene_name,gene_id,gene_version,gene_source,gene_biotype,transcript_id,transcript_source,transcript_biotype,exon_number,exon_id
4272,V,WormBase,exon,546171,546349,.,-,.,C14C6.6,WBGene00015760,1,WormBase,protein_coding,C14C6.6.1,WormBase,protein_coding,8.0,C14C6.6.1.e8
4274,V,WormBase,exon,545844,546108,.,-,.,C14C6.6,WBGene00015760,1,WormBase,protein_coding,C14C6.6.1,WormBase,protein_coding,9.0,C14C6.6.1.e9
4280,V,WormBase,exon,550490,550619,.,-,.,C14C6.7,WBGene00015761,1,WormBase,pseudogene,C14C6.7,WormBase,pseudogene,1.0,C14C6.7.e1
4281,V,WormBase,exon,550296,550440,.,-,.,C14C6.7,WBGene00015761,1,WormBase,pseudogene,C14C6.7,WormBase,pseudogene,2.0,C14C6.7.e2
4282,V,WormBase,exon,550057,550248,.,-,.,C14C6.7,WBGene00015761,1,WormBase,pseudogene,C14C6.7,WormBase,pseudogene,3.0,C14C6.7.e3
4283,V,WormBase,exon,549531,550008,.,-,.,C14C6.7,WBGene00015761,1,WormBase,pseudogene,C14C6.7,WormBase,pseudogene,4.0,C14C6.7.e4
4284,V,WormBase,exon,549369,549478,.,-,.,C14C6.7,WBGene00015761,1,WormBase,pseudogene,C14C6.7,WormBase,pseudogene,5.0,C14C6.7.e5
4285,V,WormBase,exon,549224,549320,.,-,.,C14C6.7,WBGene00015761,1,WormBase,pseudogene,C14C6.7,WormBase,pseudogene,6.0,C14C6.7.e6
4286,V,WormBase,exon,548995,549173,.,-,.,C14C6.7,WBGene00015761,1,WormBase,pseudogene,C14C6.7,WormBase,pseudogene,7.0,C14C6.7.e7
4287,V,WormBase,exon,548713,548955,.,-,.,C14C6.7,WBGene00015761,1,WormBase,pseudogene,C14C6.7,WormBase,pseudogene,8.0,C14C6.7.e8
4290,V,WormBase,exon,553041,553167,.,-,.,C14C6.8,WBGene00015762,1,WormBase,protein_coding,C14C6.8.1,WormBase,protein_coding,1.0,C14C6.8.1.e1
4293,V,WormBase,exon,552899,553001,.,-,.,C14C6.8,WBGene00015762,1,WormBase,protein_coding,C14C6.8.1,WormBase,protein_coding,2.0,C14C6.8.1.e2
4295,V,WormBase,exon,552649,552843,.,-,.,C14C6.8,WBGene00015762,1,WormBase,protein_coding,C14C6.8.1,WormBase,protein_coding,3.0,C14C6.8.1.e3
4297,V,WormBase,exon,552421,552605,.,-,.,C14C6.8,WBGene00015762,1,WormBase,protein_coding,C14C6.8.1,WormBase,protein_coding,4.0,C14C6.8.1.e4
4299,V,WormBase,exon,552126,552376,.,-,.,C14C6.8,WBGene00015762,1,WormBase,protein_coding,C14C6.8.1,WormBase,protein_coding,5.0,C14C6.8.1.e5
4301,V,WormBase,exon,551970,552079,.,-,.,C14C6.8,WBGene00015762,1,WormBase,protein_coding,C14C6.8.1,WormBase,protein_coding,6.0,C14C6.8.1.e6
4303,V,WormBase,exon,551804,551900,.,-,.,C14C6.8,WBGene00015762,1,WormBase,protein_coding,C14C6.8.1,WormBase,protein_coding,7.0,C14C6.8.1.e7
4305,V,WormBase,exon,551575,551753,.,-,.,C14C6.8,WBGene00015762,1,WormBase,protein_coding,C14C6.8.1,WormBase,protein_coding,8.0,C14C6.8.1.e8
4307,V,WormBase,exon,551279,551528,.,-,.,C14C6.8,WBGene00015762,1,WormBase,protein_coding,C14C6.8.1,WormBase,protein_coding,9.0,C14C6.8.1.e9
4312,V,WormBase,exon,555949,556155,.,-,.,srx-8,WBGene00005899,1,WormBase,protein_coding,C14C6.9.1,WormBase,protein_coding,1.0,C14C6.9.1.e1
4315,V,WormBase,exon,555319,555431,.,-,.,srx-8,WBGene00005899,1,WormBase,protein_coding,C14C6.9.1,WormBase,protein_coding,2.0,C14C6.9.1.e2
4317,V,WormBase,exon,554935,555063,.,-,.,srx-8,WBGene00005899,1,WormBase,protein_coding,C14C6.9.1,WormBase,protein_coding,3.0,C14C6.9.1.e3
4319,V,WormBase,exon,554681,554887,.,-,.,srx-8,WBGene00005899,1,WormBase,protein_coding,C14C6.9.1,WormBase,protein_coding,4.0,C14C6.9.1.e4
4321,V,WormBase,exon,554374,554632,.,-,.,srx-8,WBGene00005899,1,WormBase,protein_coding,C14C6.9.1,WormBase,protein_coding,5.0,C14C6.9.1.e5
4326,V,WormBase,exon,560195,560276,.,+,.,srx-7,WBGene00005898,1,WormBase,protein_coding,C14C6.1.1,WormBase,protein_coding,1.0,C14C6.1.1.e1
4327,V,WormBase,exon,561195,561307,.,+,.,srx-7,WBGene00005898,1,WormBase,protein_coding,C14C6.1.1,WormBase,protein_coding,2.0,C14C6.1.1.e2
4330,V,WormBase,exon,562250,562378,.,+,.,srx-7,WBGene00005898,1,WormBase,protein_coding,C14C6.1.1,WormBase,protein_coding,3.0,C14C6.1.1.e3
4332,V,WormBase,exon,562428,562634,.,+,.,srx-7,WBGene00005898,1,WormBase,protein_coding,C14C6.1.1,WormBase,protein_coding,4.0,C14C6.1.1.e4
4334,V,WormBase,exon,562683,562956,.,+,.,srx-7,WBGene00005898,1,WormBase,protein_coding,C14C6.1.1,WormBase,protein_coding,5.0,C14C6.1.1.e5
4341,V,WormBase,exon,563134,563365,.,+,.,C14C6.2,WBGene00015756,1,WormBase,protein_coding,C14C6.2a.1,WormBase,protein_coding,1.0,C14C6.2a.1.e1
4344,V,WormBase,exon,563872,564060,.,+,.,C14C6.2,WBGene00015756,1,WormBase,protein_coding,C14C6.2a.1,WormBase,protein_coding,2.0,C14C6.2a.1.e2
4346,V,WormBase,exon,564107,564446,.,+,.,C14C6.2,WBGene00015756,1,WormBase,protein_coding,C14C6.2a.1,WormBase,protein_coding,3.0,C14C6.2a.1.e3
4352,V,WormBase,exon,563872,564060,.,+,.,C14C6.2,WBGene00015756,1,WormBase,protein_coding,C14C6.2b.1,WormBase,protein_coding,1.0,C14C6.2b.1.e1
4355,V,WormBase,exon,564107,564311,.,+,.,C14C6.2,WBGene00015756,1,WormBase,protein_coding,C14C6.2b.1,WormBase,protein_coding,2.0,C14C6.2b.1.e2
4362,V,WormBase,exon,565929,566084,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10a.1,WormBase,protein_coding,1.0,C14C6.10a.1.e1
4365,V,WormBase,exon,565758,565886,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10a.1,WormBase,protein_coding,2.0,C14C6.10a.1.e2
4367,V,WormBase,exon,565013,565231,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10a.1,WormBase,protein_coding,3.0,C14C6.10a.1.e3
4369,V,WormBase,exon,564499,564923,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10a.1,WormBase,protein_coding,4.0,C14C6.10a.1.e4
4371,V,WormBase,exon,564391,564442,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10a.1,WormBase,protein_coding,5.0,C14C6.10a.1.e5
4376,V,WormBase,exon,565929,566084,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10b,WormBase,ncRNA,1.0,C14C6.10b.e1
4377,V,WormBase,exon,565758,565886,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10b,WormBase,ncRNA,2.0,C14C6.10b.e2
4378,V,WormBase,exon,564971,565231,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10b,WormBase,ncRNA,3.0,C14C6.10b.e3
4379,V,WormBase,exon,564499,564923,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10b,WormBase,ncRNA,4.0,C14C6.10b.e4
4380,V,WormBase,exon,564430,564442,.,-,.,sri-73,WBGene00005585,1,WormBase,protein_coding,C14C6.10b,WormBase,ncRNA,5.0,C14C6.10b.e5
4383,V,WormBase,exon,567969,568205,.,-,.,sri-72,WBGene00005584,1,WormBase,protein_coding,C14C6.11.1,WormBase,protein_coding,1.0,C14C6.11.1.e1
4386,V,WormBase,exon,567433,567651,.,-,.,sri-72,WBGene00005584,1,WormBase,protein_coding,C14C6.11.1,WormBase,protein_coding,2.0,C14C6.11.1.e2
4388,V,WormBase,exon,566823,567247,.,-,.,sri-72,WBGene00005584,1,WormBase,protein_coding,C14C6.11.1,WormBase,protein_coding,3.0,C14C6.11.1.e3
4390,V,WormBase,exon,566719,566764,.,-,.,sri-72,WBGene00005584,1,WormBase,protein_coding,C14C6.11.1,WormBase,protein_coding,4.0,C14C6.11.1.e4
4395,V,WormBase,exon,571086,571205,.,-,.,C14C6.12,WBGene00015763,1,WormBase,pseudogene,C14C6.12,WormBase,pseudogene,1.0,C14C6.12.e1
4396,V,WormBase,exon,570649,571038,.,-,.,C14C6.12,WBGene00015763,1,WormBase,pseudogene,C14C6.12,WormBase,pseudogene,2.0,C14C6.12.e2
4397,V,WormBase,exon,570571,570603,.,-,.,C14C6.12,WBGene00015763,1,WormBase,pseudogene,C14C6.12,WormBase,pseudogene,3.0,C14C6.12.e3
4400,V,WormBase,exon,574469,574739,.,-,.,C14C6.13,WBGene00015764,1,WormBase,protein_coding,C14C6.13.1,WormBase,protein_coding,1.0,C14C6.13.1.e1
4403,V,WormBase,exon,572775,572889,.,-,.,C14C6.13,WBGene00015764,1,WormBase,protein_coding,C14C6.13.1,WormBase,protein_coding,2.0,C14C6.13.1.e2
4405,V,WormBase,exon,572677,572725,.,-,.,C14C6.13,WBGene00015764,1,WormBase,protein_coding,C14C6.13.1,WormBase,protein_coding,3.0,C14C6.13.1.e3
4407,V,WormBase,exon,572259,572624,.,-,.,C14C6.13,WBGene00015764,1,WormBase,protein_coding,C14C6.13.1,WormBase,protein_coding,4.0,C14C6.13.1.e4
4409,V,WormBase,exon,572031,572132,.,-,.,C14C6.13,WBGene00015764,1,WormBase,protein_coding,C14C6.13.1,WormBase,protein_coding,5.0,C14C6.13.1.e5
4414,V,WormBase,exon,576370,576556,.,+,.,K06H6.5,WBGene00019453,1,WormBase,protein_coding,K06H6.5.1,WormBase,protein_coding,1.0,K06H6.5.1.e1
4417,V,WormBase,exon,576787,576839,.,+,.,K06H6.5,WBGene00019453,1,WormBase,protein_coding,K06H6.5.1,WormBase,protein_coding,2.0,K06H6.5.1.e2
4419,V,WormBase,exon,576893,577035,.,+,.,K06H6.5,WBGene00019453,1,WormBase,protein_coding,K06H6.5.1,WormBase,protein_coding,3.0,K06H6.5.1.e3
4421,V,WormBase,exon,577082,577225,.,+,.,K06H6.5,WBGene00019453,1,WormBase,protein_coding,K06H6.5.1,WormBase,protein_coding,4.0,K06H6.5.1.e4
4423,V,WormBase,exon,577277,577336,.,+,.,K06H6.5,WBGene00019453,1,WormBase,protein_coding,K06H6.5.1,WormBase,protein_coding,5.0,K06H6.5.1.e5
4425,V,WormBase,exon,577945,578251,.,+,.,K06H6.5,WBGene00019453,1,WormBase,protein_coding,K06H6.5.1,WormBase,protein_coding,6.0,K06H6.5.1.e6
4427,V,WormBase,exon,578303,578428,.,+,.,K06H6.5,WBGene00019453,1,WormBase,protein_coding,K06H6.5.1,WormBase,protein_coding,7.0,K06H6.5.1.e7
4432,V,WormBase,exon,579277,579409,.,+,.,K06H6.4,WBGene00019452,1,WormBase,protein_coding,K06H6.4.1,WormBase,protein_coding,1.0,K06H6.4.1.e1
4435,V,WormBase,exon,579455,579563,.,+,.,K06H6.4,WBGene00019452,1,WormBase,protein_coding,K06H6.4.1,WormBase,protein_coding,2.0,K06H6.4.1.e2
4437,V,WormBase,exon,579618,579812,.,+,.,K06H6.4,WBGene00019452,1,WormBase,protein_coding,K06H6.4.1,WormBase,protein_coding,3.0,K06H6.4.1.e3
4439,V,WormBase,exon,579858,580042,.,+,.,K06H6.4,WBGene00019452,1,WormBase,protein_coding,K06H6.4.1,WormBase,protein_coding,4.0,K06H6.4.1.e4
4441,V,WormBase,exon,580090,580340,.,+,.,K06H6.4,WBGene00019452,1,WormBase,protein_coding,K06H6.4.1,WormBase,protein_coding,5.0,K06H6.4.1.e5
4443,V,WormBase,exon,580390,580499,.,+,.,K06H6.4,WBGene00019452,1,WormBase,protein_coding,K06H6.4.1,WormBase,protein_coding,6.0,K06H6.4.1.e6
4445,V,WormBase,exon,580758,580854,.,+,.,K06H6.4,WBGene00019452,1,WormBase,protein_coding,K06H6.4.1,WormBase,protein_coding,7.0,K06H6.4.1.e7
4447,V,WormBase,exon,580898,581076,.,+,.,K06H6.4,WBGene00019452,1,WormBase,protein_coding,K06H6.4.1,WormBase,protein_coding,8.0,K06H6.4.1.e8
4449,V,WormBase,exon,581123,581372,.,+,.,K06H6.4,WBGene00019452,1,WormBase,protein_coding,K06H6.4.1,WormBase,protein_coding,9.0,K06H6.4.1.e9
4455,V,WormBase,exon,581916,581990,.,+,.,nstp-7,WBGene00019451,1,WormBase,protein_coding,K06H6.3.1,WormBase,protein_coding,1.0,K06H6.3.1.e1
4458,V,WormBase,exon,582037,582132,.,+,.,nstp-7,WBGene00019451,1,WormBase,protein_coding,K06H6.3.1,WormBase,protein_coding,2.0,K06H6.3.1.e2
4460,V,WormBase,exon,582185,582282,.,+,.,nstp-7,WBGene00019451,1,WormBase,protein_coding,K06H6.3.1,WormBase,protein_coding,3.0,K06H6.3.1.e3
4462,V,WormBase,exon,582331,582469,.,+,.,nstp-7,WBGene00019451,1,WormBase,protein_coding,K06H6.3.1,WormBase,protein_coding,4.0,K06H6.3.1.e4
4464,V,WormBase,exon,582583,582705,.,+,.,nstp-7,WBGene00019451,1,WormBase,protein_coding,K06H6.3.1,WormBase,protein_coding,5.0,K06H6.3.1.e5
4466,V,WormBase,exon,582752,582845,.,+,.,nstp-7,WBGene00019451,1,WormBase,protein_coding,K06H6.3.1,WormBase,protein_coding,6.0,K06H6.3.1.e6
4468,V,WormBase,exon,582896,583027,.,+,.,nstp-7,WBGene00019451,1,WormBase,protein_coding,K06H6.3.1,WormBase,protein_coding,7.0,K06H6.3.1.e7
4470,V,WormBase,exon,583076,583210,.,+,.,nstp-7,WBGene00019451,1,WormBase,protein_coding,K06H6.3.1,WormBase,protein_coding,8.0,K06H6.3.1.e8
4472,V,WormBase,exon,583253,583431,.,+,.,nstp-7,WBGene00019451,1,WormBase,protein_coding,K06H6.3.1,WormBase,protein_coding,9.0,K06H6.3.1.e9
4477,V,WormBase,exon,582894,582996,.,+,.,K06H6.8,WBGene00199860,1,WormBase,ncRNA,K06H6.8,WormBase,ncRNA,1.0,K06H6.8.e1
4480,V,WormBase,exon,585260,585308,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,1.0,K06H6.6.e1
4481,V,WormBase,exon,585045,585216,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,2.0,K06H6.6.e2
4482,V,WormBase,exon,584838,584998,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,3.0,K06H6.6.e3
4483,V,WormBase,exon,584677,584793,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,4.0,K06H6.6.e4
4484,V,WormBase,exon,584535,584635,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,5.0,K06H6.6.e5
4485,V,WormBase,exon,584384,584484,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,6.0,K06H6.6.e6
4486,V,WormBase,exon,584233,584339,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,7.0,K06H6.6.e7
4487,V,WormBase,exon,584096,584180,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,8.0,K06H6.6.e8
4488,V,WormBase,exon,583948,584042,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,9.0,K06H6.6.e9
4489,V,WormBase,exon,583801,583901,.,-,.,K06H6.6,WBGene00019454,1,WormBase,pseudogene,K06H6.6,WormBase,pseudogene,10.0,K06H6.6.e10
4492,V,WormBase,exon,585848,585944,.,+,.,K06H6.2,WBGene00019450,1,WormBase,protein_coding,K06H6.2.1,WormBase,protein_coding,1.0,K06H6.2.1.e1
4495,V,WormBase,exon,586134,586407,.,+,.,K06H6.2,WBGene00019450,1,WormBase,protein_coding,K06H6.2.1,WormBase,protein_coding,2.0,K06H6.2.1.e2
4497,V,WormBase,exon,586519,586612,.,+,.,K06H6.2,WBGene00019450,1,WormBase,protein_coding,K06H6.2.1,WormBase,protein_coding,3.0,K06H6.2.1.e3
4499,V,WormBase,exon,586662,586862,.,+,.,K06H6.2,WBGene00019450,1,WormBase,protein_coding,K06H6.2.1,WormBase,protein_coding,4.0,K06H6.2.1.e4
4501,V,WormBase,exon,587003,587064,.,+,.,K06H6.2,WBGene00019450,1,WormBase,protein_coding,K06H6.2.1,WormBase,protein_coding,5.0,K06H6.2.1.e5
4503,V,WormBase,exon,587112,587250,.,+,.,K06H6.2,WBGene00019450,1,WormBase,protein_coding,K06H6.2.1,WormBase,protein_coding,6.0,K06H6.2.1.e6
4508,V,WormBase,exon,586522,586542,.,-,.,21ur-14154,WBGene00165423,1,WormBase,piRNA,K06H6.7,WormBase,piRNA,1.0,K06H6.7.e1
4511,V,WormBase,exon,588135,588220,.,+,.,K06H6.1,WBGene00019449,1,WormBase,protein_coding,K06H6.1.1,WormBase,protein_coding,1.0,K06H6.1.1.e1
4514,V,WormBase,exon,588270,588363,.,+,.,K06H6.1,WBGene00019449,1,WormBase,protein_coding,K06H6.1.1,WormBase,protein_coding,2.0,K06H6.1.1.e2
4516,V,WormBase,exon,588410,588496,.,+,.,K06H6.1,WBGene00019449,1,WormBase,protein_coding,K06H6.1.1,WormBase,protein_coding,3.0,K06H6.1.1.e3
4518,V,WormBase,exon,588545,588661,.,+,.,K06H6.1,WBGene00019449,1,WormBase,protein_coding,K06H6.1.1,WormBase,protein_coding,4.0,K06H6.1.1.e4
4520,V,WormBase,exon,588707,588827,.,+,.,K06H6.1,WBGene00019449,1,WormBase,protein_coding,K06H6.1.1,WormBase,protein_coding,5.0,K06H6.1.1.e5
4522,V,WormBase,exon,588878,588979,.,+,.,K06H6.1,WBGene00019449,1,WormBase,protein_coding,K06H6.1.1,WormBase,protein_coding,6.0,K06H6.1.1.e6
4524,V,WormBase,exon,589085,589193,.,+,.,K06H6.1,WBGene00019449,1,WormBase,protein_coding,K06H6.1.1,WormBase,protein_coding,7.0,K06H6.1.1.e7
4526,V,WormBase,exon,589239,589375,.,+,.,K06H6.1,WBGene00019449,1,WormBase,protein_coding,K06H6.1.1,WormBase,protein_coding,8.0,K06H6.1.1.e8
4528,V,WormBase,exon,589426,589646,.,+,.,K06H6.1,WBGene00019449,1,WormBase,protein_coding,K06H6.1.1,WormBase,protein_coding,9.0,K06H6.1.1.e9
4533,V,WormBase,exon,590482,590644,.,+,.,ZK488.6,WBGene00022758,1,WormBase,protein_coding,ZK488.6.1,WormBase,protein_coding,1.0,ZK488.6.1.e1
4536,V,WormBase,exon,590696,590849,.,+,.,ZK488.6,WBGene00022758,1,WormBase,protein_coding,ZK488.6.1,WormBase,protein_coding,2.0,ZK488.6.1.e2
4538,V,WormBase,exon,590893,591084,.,+,.,ZK488.6,WBGene00022758,1,WormBase,protein_coding,ZK488.6.1,WormBase,protein_coding,3.0,ZK488.6.1.e3
4540,V,WormBase,exon,591136,591320,.,+,.,ZK488.6,WBGene00022758,1,WormBase,protein_coding,ZK488.6.1,WormBase,protein_coding,4.0,ZK488.6.1.e4
4542,V,WormBase,exon,591372,591622,.,+,.,ZK488.6,WBGene00022758,1,WormBase,protein_coding,ZK488.6.1,WormBase,protein_coding,5.0,ZK488.6.1.e5
4544,V,WormBase,exon,591670,591779,.,+,.,ZK488.6,WBGene00022758,1,WormBase,protein_coding,ZK488.6.1,WormBase,protein_coding,6.0,ZK488.6.1.e6
4546,V,WormBase,exon,591824,591920,.,+,.,ZK488.6,WBGene00022758,1,WormBase,protein_coding,ZK488.6.1,WormBase,protein_coding,7.0,ZK488.6.1.e7
4548,V,WormBase,exon,591998,592176,.,+,.,ZK488.6,WBGene00022758,1,WormBase,protein_coding,ZK488.6.1,WormBase,protein_coding,8.0,ZK488.6.1.e8
4550,V,WormBase,exon,592223,592463,.,+,.,ZK488.6,WBGene00022758,1,WormBase,protein_coding,ZK488.6.1,WormBase,protein_coding,9.0,ZK488.6.1.e9
4555,V,WormBase,exon,593259,593436,.,+,.,ZK488.5,WBGene00022757,1,WormBase,protein_coding,ZK488.5.1,WormBase,protein_coding,1.0,ZK488.5.1.e1
4558,V,WormBase,exon,593490,593637,.,+,.,ZK488.5,WBGene00022757,1,WormBase,protein_coding,ZK488.5.1,WormBase,protein_coding,2.0,ZK488.5.1.e2
4560,V,WormBase,exon,593681,593872,.,+,.,ZK488.5,WBGene00022757,1,WormBase,protein_coding,ZK488.5.1,WormBase,protein_coding,3.0,ZK488.5.1.e3
4562,V,WormBase,exon,593921,594105,.,+,.,ZK488.5,WBGene00022757,1,WormBase,protein_coding,ZK488.5.1,WormBase,protein_coding,4.0,ZK488.5.1.e4
4564,V,WormBase,exon,594155,594405,.,+,.,ZK488.5,WBGene00022757,1,WormBase,protein_coding,ZK488.5.1,WormBase,protein_coding,5.0,ZK488.5.1.e5
4566,V,WormBase,exon,594452,594561,.,+,.,ZK488.5,WBGene00022757,1,WormBase,protein_coding,ZK488.5.1,WormBase,protein_coding,6.0,ZK488.5.1.e6
4568,V,WormBase,exon,595034,595130,.,+,.,ZK488.5,WBGene00022757,1,WormBase,protein_coding,ZK488.5.1,WormBase,protein_coding,7.0,ZK488.5.1.e7
4570,V,WormBase,exon,595201,595379,.,+,.,ZK488.5,WBGene00022757,1,WormBase,protein_coding,ZK488.5.1,WormBase,protein_coding,8.0,ZK488.5.1.e8
4572,V,WormBase,exon,595437,595677,.,+,.,ZK488.5,WBGene00022757,1,WormBase,protein_coding,ZK488.5.1,WormBase,protein_coding,9.0,ZK488.5.1.e9
4578,V,WormBase,exon,600595,600682,.,+,.,nhr-251,WBGene00022756,1,WormBase,protein_coding,ZK488.4.1,WormBase,protein_coding,1.0,ZK488.4.1.e1
4581,V,WormBase,exon,600728,600793,.,+,.,nhr-251,WBGene00022756,1,WormBase,protein_coding,ZK488.4.1,WormBase,protein_coding,2.0,ZK488.4.1.e2
4583,V,WormBase,exon,600853,600936,.,+,.,nhr-251,WBGene00022756,1,WormBase,protein_coding,ZK488.4.1,WormBase,protein_coding,3.0,ZK488.4.1.e3
4585,V,WormBase,exon,600984,601213,.,+,.,nhr-251,WBGene00022756,1,WormBase,protein_coding,ZK488.4.1,WormBase,protein_coding,4.0,ZK488.4.1.e4
4587,V,WormBase,exon,601626,601852,.,+,.,nhr-251,WBGene00022756,1,WormBase,protein_coding,ZK488.4.1,WormBase,protein_coding,5.0,ZK488.4.1.e5
4589,V,WormBase,exon,601899,602100,.,+,.,nhr-251,WBGene00022756,1,WormBase,protein_coding,ZK488.4.1,WormBase,protein_coding,6.0,ZK488.4.1.e6
4591,V,WormBase,exon,602153,602227,.,+,.,nhr-251,WBGene00022756,1,WormBase,protein_coding,ZK488.4.1,WormBase,protein_coding,7.0,ZK488.4.1.e7
4593,V,WormBase,exon,602276,602482,.,+,.,nhr-251,WBGene00022756,1,WormBase,protein_coding,ZK488.4.1,WormBase,protein_coding,8.0,ZK488.4.1.e8
4599,V,WormBase,exon,603975,604205,.,-,.,pqn-98,WBGene00004177,1,WormBase,protein_coding,ZK488.7.1,WormBase,protein_coding,1.0,ZK488.7.1.e1
4602,V,WormBase,exon,603665,603913,.,-,.,pqn-98,WBGene00004177,1,WormBase,protein_coding,ZK488.7.1,WormBase,protein_coding,2.0,ZK488.7.1.e2
4607,V,WormBase,exon,605918,606183,.,-,.,srw-110,WBGene00005857,1,WormBase,pseudogene,ZK488.8,WormBase,pseudogene,1.0,ZK488.8.e1
4608,V,WormBase,exon,605607,605750,.,-,.,srw-110,WBGene00005857,1,WormBase,pseudogene,ZK488.8,WormBase,pseudogene,2.0,ZK488.8.e2
4609,V,WormBase,exon,605424,605558,.,-,.,srw-110,WBGene00005857,1,WormBase,pseudogene,ZK488.8,WormBase,pseudogene,3.0,ZK488.8.e3
4610,V,WormBase,exon,605254,605377,.,-,.,srw-110,WBGene00005857,1,WormBase,pseudogene,ZK488.8,WormBase,pseudogene,4.0,ZK488.8.e4
4611,V,WormBase,exon,604975,605204,.,-,.,srw-110,WBGene00005857,1,WormBase,pseudogene,ZK488.8,WormBase,pseudogene,5.0,ZK488.8.e5
4612,V,WormBase,exon,604723,604929,.,-,.,srw-110,WBGene00005857,1,WormBase,pseudogene,ZK488.8,WormBase,pseudogene,6.0,ZK488.8.e6
4615,V,WormBase,exon,608679,608944,.,-,.,srw-109,WBGene00005856,1,WormBase,protein_coding,ZK488.9.1,WormBase,protein_coding,1.0,ZK488.9.1.e1
4618,V,WormBase,exon,607640,607783,.,-,.,srw-109,WBGene00005856,1,WormBase,protein_coding,ZK488.9.1,WormBase,protein_coding,2.0,ZK488.9.1.e2
4620,V,WormBase,exon,607459,607593,.,-,.,srw-109,WBGene00005856,1,WormBase,protein_coding,ZK488.9.1,WormBase,protein_coding,3.0,ZK488.9.1.e3
4622,V,WormBase,exon,607279,607402,.,-,.,srw-109,WBGene00005856,1,WormBase,protein_coding,ZK488.9.1,WormBase,protein_coding,4.0,ZK488.9.1.e4
4624,V,WormBase,exon,606999,607234,.,-,.,srw-109,WBGene00005856,1,WormBase,protein_coding,ZK488.9.1,WormBase,protein_coding,5.0,ZK488.9.1.e5
4626,V,WormBase,exon,606781,606949,.,-,.,srw-109,WBGene00005856,1,WormBase,protein_coding,ZK488.9.1,WormBase,protein_coding,6.0,ZK488.9.1.e6
4631,V,WormBase,exon,607604,607608,.,+,.,ZK488.3,WBGene00023402,1,WormBase,pseudogene,ZK488.3,WormBase,pseudogene,1.0,ZK488.3.e1
4632,V,WormBase,exon,607880,608306,.,+,.,ZK488.3,WBGene00023402,1,WormBase,pseudogene,ZK488.3,WormBase,pseudogene,2.0,ZK488.3.e2
4635,V,WormBase,exon,609505,609726,.,-,.,pqn-97,WBGene00004176,1,WormBase,protein_coding,ZK488.10.1,WormBase,protein_coding,1.0,ZK488.10.1.e1
4638,V,WormBase,exon,609144,609450,.,-,.,pqn-97,WBGene00004176,1,WormBase,protein_coding,ZK488.10.1,WormBase,protein_coding,2.0,ZK488.10.1.e2
4644,V,WormBase,exon,610445,610654,.,+,.,nhr-90,WBGene00003680,1,WormBase,protein_coding,ZK488.2.1,WormBase,protein_coding,1.0,ZK488.2.1.e1
4647,V,WormBase,exon,610872,610993,.,+,.,nhr-90,WBGene00003680,1,WormBase,protein_coding,ZK488.2.1,WormBase,protein_coding,2.0,ZK488.2.1.e2
4649,V,WormBase,exon,611039,611418,.,+,.,nhr-90,WBGene00003680,1,WormBase,protein_coding,ZK488.2.1,WormBase,protein_coding,3.0,ZK488.2.1.e3
4651,V,WormBase,exon,611467,611657,.,+,.,nhr-90,WBGene00003680,1,WormBase,protein_coding,ZK488.2.1,WormBase,protein_coding,4.0,ZK488.2.1.e4
4653,V,WormBase,exon,611706,611976,.,+,.,nhr-90,WBGene00003680,1,WormBase,protein_coding,ZK488.2.1,WormBase,protein_coding,5.0,ZK488.2.1.e5
4655,V,WormBase,exon,612370,612513,.,+,.,nhr-90,WBGene00003680,1,WormBase,protein_coding,ZK488.2.1,WormBase,protein_coding,6.0,ZK488.2.1.e6
